district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,29/04/2024,500000000.0,70.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,,
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,29/04/2024,500000000.0,70.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,900000000.0,117.0,52.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2023.0
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,23/04/2024,550000000.0,90.0,64.0,2.0,2.0,2.0,2.0,2.0,SHM,2300.0,Semi Furnished,2014.0
 Gunung Sindur,Kabupaten Bogor,-6.3643366,106.7050483,23/04/2024,875000000.0,97.0,90.0,1.0,2.0,2.0,1.0,,SHM,3500.0,Semi Furnished,2019.0
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,23/04/2024,1230000000.0,60.0,93.0,2.0,7.0,7.0,,2.0,SHM,,Full Furnished,2024.0
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,23/04/2024,1500000000.0,77.0,120.0,3.0,10.0,10.0,,2.0,SHM,,Full Furnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,23/04/2024,952000000.0,45.0,72.0,2.0,4.0,4.0,,1.0,SHM,,Full Furnished,2024.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,23/04/2024,599000000.0,72.0,48.0,2.0,3.0,2.0,2.0,,SHM,2200.0,,2024.0
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,23/04/2024,1800000000.0,104.0,148.0,3.0,9.0,9.0,,2.0,SHM,,Full Furnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,23/04/2024,880000000.0,54.0,81.0,2.0,6.0,6.0,1.0,,SHM,,Full Furnished,2024.0
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,23/04/2024,860000000.0,58.0,65.0,1.0,2.0,1.0,1.0,,SHM,2200.0,Semi Furnished,
Bogor Barat,Kota Bogor,-6.563991,106.7633625,23/04/2024,830000000.0,72.0,72.0,1.0,3.0,2.0,,1.0,SHM,,Unfurnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,23/04/2024,855000000.0,60.0,50.0,2.0,3.0,3.0,,1.0,SHM,,Unfurnished,2024.0
Bogor Tengah,Kota Bogor,-6.5930142,106.7864809,23/04/2024,570000000.0,60.0,60.0,,2.0,2.0,1.0,1.0,SHM,2500.0,Unfurnished,2024.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,23/04/2024,862000000.0,94.0,54.0,2.0,3.0,2.0,,1.0,SHM,,Unfurnished,2024.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,23/04/2024,3000000000.0,1115.0,115.0,1.0,3.0,2.0,,1.0,SHM,2200.0,Unfurnished,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,23/04/2024,2300000000.0,180.0,220.0,,4.0,4.0,1.0,1.0,SHM,1300.0,,
Bogor Barat,Kota Bogor,-6.563991,106.7633625,23/04/2024,550000000.0,90.0,90.0,,2.0,1.0,,,SHM,900.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,619480000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,619480000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Citeureup,Kabupaten Bogor,-6.4881955,106.8814798,23/04/2024,350000000.0,72.0,38.0,1.0,2.0,1.0,1.0,,HGB,1000.0,Full Furnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,23/04/2024,400000000.0,84.0,84.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,23/04/2024,2200000000.0,118.0,160.0,1.0,5.0,3.0,1.0,1.0,SHM,2200.0,Unfurnished,2012.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,23/04/2024,400000000.0,84.0,84.0,1.0,2.0,1.0,1.0,,SHM,900.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,23/04/2024,699000000.0,90.0,60.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,23/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,23/04/2024,757000000.0,66.0,66.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2024.0
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,23/04/2024,500000000.0,70.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,,
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,16/04/2024,650000000.0,90.0,48.0,1.0,2.0,1.0,1.0,,SHM,2200.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,16/04/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,16/04/2024,185000000.0,60.0,30.0,1.0,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
 Tajur Halang,Kabupaten Bogor,-6.473501499999999,106.7711638,16/04/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,1.0,,,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,16/04/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,16/04/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,16/04/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Bogor Utara,Kota Bogor,-6.5689517,106.8090297,16/04/2024,750000000.0,66.0,110.0,1.0,4.0,2.0,1.0,,SHM,1300.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Tajurhalang,Kabupaten Bogor,-6.4696108,106.7628396,16/04/2024,519000000.0,162.0,36.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
 Tajurhalang,Kabupaten Bogor,-6.4697074,106.7628941,16/04/2024,519000000.0,161.0,36.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
 Tajurhalang,Kabupaten Bogor,-6.4697074,106.7628941,16/04/2024,469000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Tajurhalang,Kabupaten Bogor,-6.4696108,106.7628396,16/04/2024,519000000.0,162.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,679600000.0,36.0,80.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,16/04/2024,455000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
 Bogor Barat,Kota Bogor,-6.5616504,106.7544259,16/04/2024,749999000.0,60.0,60.0,,3.0,2.0,2.0,,SHM,2200.0,,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,16/04/2024,455000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,16/04/2024,532000000.0,134.0,36.0,1.0,2.0,1.0,2.0,,HGB,1300.0,Unfurnished,2023.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,16/04/2024,457250000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
 Tajurhalang,Kabupaten Bogor,-6.4696108,106.7628396,16/04/2024,455000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,16/04/2024,405000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,16/04/2024,2100000000.0,187.0,370.0,,5.0,4.0,,2.0,SHM,,,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,355000000.0,50.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,16/04/2024,400000000.0,66.0,40.0,1.0,2.0,1.0,1.0,,SHM,1300.0,,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,16/04/2024,185000000.0,60.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,699000000.0,90.0,60.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,16/04/2024,185000000.0,60.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,16/04/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,16/04/2024,185000000.0,60.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,16/04/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,16/04/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,16/04/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Citeureup,Kabupaten Bogor,-6.485174499999999,106.8726814,16/04/2024,300000000.0,59.0,45.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2021.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,16/04/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,09/04/2024,89000000.0,63.0,37.0,1.0,2.0,1.0,1.0,,SHM,1300.0,,
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,09/04/2024,1100000000.0,84.0,95.0,2.0,3.0,3.0,1.0,,SHM,,,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,09/04/2024,900000000.0,125.0,48.0,1.0,2.0,1.0,1.0,,SHM,,,
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,09/04/2024,600000000.0,40.0,84.0,1.0,2.0,1.0,1.0,,,,,
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,09/04/2024,500000000.0,70.0,36.0,,2.0,1.0,1.0,,SHM,1300.0,,
Tenjo,Kabupaten Bogor,-6.3275839,106.4617439,09/04/2024,745000000.0,160.0,52.0,1.0,3.0,1.0,1.0,,SHM,2200.0,Unfurnished,2023.0
Parung,Kabupaten Bogor,-6.427080399999999,106.7244846,09/04/2024,80000000.0,60.0,39.0,,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,09/04/2024,464000000.0,72.0,36.0,1.0,2.0,1.0,,1.0,SHM,1300.0,Unfurnished,
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,09/04/2024,369000000.0,60.0,30.0,1.0,2.0,1.0,,1.0,SHM,1300.0,Unfurnished,
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,09/04/2024,400000000.0,60.0,60.0,1.0,3.0,1.0,,1.0,SHM,1300.0,Unfurnished,
 Bogor Utara,Kota Bogor,-6.587388199999999,106.8281623,02/04/2024,1000000000.0,90.0,100.0,2.0,3.0,2.0,2.0,2.0,SHM,2200.0,Unfurnished,2015.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,02/04/2024,270000000.0,179.0,90.0,1.0,2.0,2.0,,,SHM,900.0,Unfurnished,2010.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,02/04/2024,398000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,02/04/2024,735000000.0,62.0,66.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,02/04/2024,735000000.0,62.0,65.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,02/04/2024,757000000.0,66.0,65.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,02/04/2024,750000000.0,60.0,60.0,2.0,3.0,2.0,2.0,,SHM,2200.0,,2024.0
Bogor Tengah,Kota Bogor,-6.5930142,106.7864809,02/04/2024,750000000.0,60.0,60.0,2.0,3.0,2.0,2.0,,SHM,2200.0,,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,02/04/2024,699000007.0,90.0,60.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,02/04/2024,475000000.0,70.0,55.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Bogor Tengah,Kota Bogor,-6.5930142,106.7864809,01/04/2024,5200000000.0,264.0,300.0,1.0,5.0,2.0,1.0,,SHM,1300.0,Unfurnished,
Ciomas,Kabupaten Bogor,-6.6019425,106.7656825,01/04/2024,270000000.0,179.0,90.0,1.0,2.0,2.0,,,SHM,900.0,Unfurnished,2010.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,26/03/2024,1000000000.0,149.0,149.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Citeureup,Kabupaten Bogor,-6.4881955,106.8814798,26/03/2024,6500000000.0,331.0,600.0,3.0,10.0,10.0,,,SHM,10600.0,Semi Furnished,2023.0
Bogor Selatan,Kota Bogor,-6.6323703,106.8075977,26/03/2024,480000000.0,60.0,30.0,1.0,2.0,1.0,1.0,2.0,SHM,2200.0,Unfurnished,2024.0
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,26/03/2024,590000000.0,90.0,83.0,2.0,2.0,1.0,2.0,,HGB,2200.0,Unfurnished,2020.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,28.0,60.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,28.0,60.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,,,1.0,,HGB,1300.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,559200000.0,60.0,38.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,26/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,26/03/2024,873000000.0,59.0,38.0,1.0,2.0,1.0,1.0,1.0,PPJB,2199.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,574000000.0,40.0,41.0,2.0,3.0,2.0,1.0,,SHM,1300.0,Unfurnished,2021.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,26/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Ciomas,Kabupaten Bogor,-6.6019425,106.7656825,26/03/2024,65000000.0,72.0,40.0,1.0,2.0,1.0,1.0,,SHM,1299.0,Unfurnished,2020.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,26/03/2024,3450000000.0,270.0,208.0,2.0,3.0,3.0,,,SHM,,Full Furnished,
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,26/03/2024,550000000.0,60.0,80.0,1.0,3.0,2.0,,1.0,HGB,1300.0,,
Tajur Halang,Kabupaten Bogor,-6.4758182,106.7578498,26/03/2024,398000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Bogor Tengah,Kota Bogor,-6.5930142,106.7864809,26/03/2024,2700000000.0,200.0,200.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Babakan Madang,Kabupaten Bogor,-6.5636316,106.8639566,26/03/2024,2450000000.0,224.0,152.0,2.0,3.0,1.0,1.0,,SHM,2200.0,Unfurnished,2015.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,783191000.0,65.0,60.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,783191000.0,65.0,60.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
 Gunung Putri,Kabupaten Bogor,-6.4161173,106.9076234,26/03/2024,1605000000.0,78.0,86.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Unfurnished,2024.0
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,26/03/2024,850000000.0,120.0,100.0,,3.0,2.0,1.0,,SHM,2200.0,,
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,26/03/2024,500000000.0,36.0,58.0,1.0,2.0,1.0,1.0,,SHM,1200.0,Unfurnished,2023.0
 Gunung Putri,Kabupaten Bogor,-6.4161173,106.9076234,26/03/2024,1485100000.0,78.0,69.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Unfurnished,2024.0
