district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,750000000.0,108.0,100.0,1.0,2.0,2.0,1.0,1.0,SHM,1300.0,Unfurnished,2008.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,750000000.0,108.0,100.0,1.0,2.0,2.0,1.0,1.0,SHM,1300.0,Unfurnished,2008.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,750000000.0,108.0,99.0,1.0,2.0,2.0,1.0,1.0,SHM,1300.0,Unfurnished,2008.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,750000000.0,108.0,100.0,1.0,2.0,2.0,1.0,1.0,SHM,1300.0,Unfurnished,2008.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,750000000.0,108.0,100.0,1.0,2.0,2.0,1.0,1.0,SHM,,Unfurnished,2008.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Tenjo,Kabupaten Bogor,-6.3275839,106.4617439,05/03/2024,571000000.0,119.0,40.0,1.0,2.0,1.0,1.0,,PPJB,2200.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,179000000.0,60.0,26.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2022.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Tenjo,Kabupaten Bogor,-6.3275839,106.4617439,05/03/2024,350000000.0,90.0,36.0,1.0,2.0,1.0,1.0,,PPJB,2200.0,,
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,05/03/2024,398000000.0,60.0,30.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2021.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,757000000.0,66.0,66.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,05/03/2024,997000000.0,115.0,85.0,2.0,3.0,3.0,2.0,,SHM,3500.0,Semi Furnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,723000000.0,60.0,66.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,757000000.0,66.0,66.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,3750000000.0,1500.0,500.0,2.0,5.0,5.0,5.0,,SHM,1300.0,Unfurnished,2012.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,757000000.0,66.0,66.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,05/03/2024,611000000.0,60.0,60.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,05/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,05/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,05/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,2000000.0,64.0,40.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,,2024.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,05/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,05/03/2024,110000000.0,60.0,47.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2000.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,2000000.0,60.0,70.0,2.0,3.0,2.0,1.0,1.0,SHM,1300.0,,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,05/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,05/03/2024,583190000.0,70.0,36.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,05/03/2024,583190000.0,70.0,36.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,05/03/2024,199000000.0,78.0,36.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
 Bogor Utara,Kota Bogor,-6.587388199999999,106.8281623,05/03/2024,590000000.0,60.0,66.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2020.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,05/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,954520000.0,68.0,62.0,,3.0,2.0,1.0,,HGB,2200.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,05/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,05/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,954520000.0,68.0,62.0,,2.0,1.0,1.0,,HGB,2200.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,,2023.0
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,05/03/2024,905000000.0,64.0,91.0,2.0,3.0,2.0,1.0,,SHM,2200.0,,
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,05/03/2024,905000000.0,64.0,91.0,2.0,3.0,2.0,1.0,,SHM,2200.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,589510000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,05/03/2024,573566400.0,72.0,46.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,05/03/2024,535616080.0,72.0,39.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,05/03/2024,433997520.0,60.0,27.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Klapanunggal,Kabupaten Bogor,-6.4520205,106.9568574,05/03/2024,350000000.0,116.0,97.0,1.0,3.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,05/03/2024,495000000.0,75.0,45.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2024.0
 Bojonggede,Kabupaten Bogor,-6.4974742,106.791291,04/03/2024,581000000.0,89.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,29/02/2024,880000000.0,54.0,81.0,,6.0,6.0,2.0,,SHM,,Full Furnished,2024.0
Ranca Bungur,Kabupaten Bogor,-6.5379916,106.7312575,27/02/2024,236000000.0,67.0,21.0,,2.0,1.0,,,,,Unfurnished,
 Tenjo,Kabupaten Bogor,-6.3363366,106.464734,27/02/2024,230000000.0,60.0,22.0,1.0,1.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,27/02/2024,450000000.0,110.0,30.0,,4.0,2.0,2.0,,SHM,2200.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,27/02/2024,342000000.0,60.0,32.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
 Bogor Utara,Kota Bogor,-6.587388199999999,106.8281623,27/02/2024,500000000.0,90.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Citeureup,Kabupaten Bogor,-6.4881955,106.8814798,29/02/2024,350000000.0,300.0,290.0,2.0,3.0,1.0,2.0,2.0,SHM,900.0,Unfurnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,27/02/2024,3000000000.0,310.0,310.0,,,,,,AJB,,,
Kemang,Kabupaten Bogor,-6.509142799999999,106.7500025,27/02/2024,600000000.0,60.0,66.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Semi Furnished,
Kemang,Kabupaten Bogor,-6.509142799999999,106.7500025,27/02/2024,600000000.0,60.0,66.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,
Kemang,Kabupaten Bogor,-6.509142799999999,106.7500025,27/02/2024,600000000.0,60.0,66.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,
Kemang,Kabupaten Bogor,-6.509142799999999,106.7500025,27/02/2024,600000000.0,60.0,66.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,
Kemang,Kabupaten Bogor,-6.509142799999999,106.7500025,27/02/2024,600000000.0,60.0,66.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,
 Bogor Barat,Kota Bogor,-6.5616504,106.7544259,27/02/2024,1400000000.0,128.0,185.0,2.0,4.0,4.0,2.0,,SHM,1300.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,900000000.0,101.0,185.0,2.0,4.0,2.0,1.0,,SHM,1301.0,Unfurnished,
Bogor Barat,Kota Bogor,-6.563991,106.7633625,27/02/2024,18000000000.0,1128.0,1128.0,2.0,38.0,38.0,5.0,3.0,SHM,13300.0,Semi Furnished,2020.0
Ciomas,Kabupaten Bogor,-6.6019425,106.7656825,27/02/2024,1900000.0,136.0,136.0,,,,,,SHM,,,
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,27/02/2024,1500000000.0,98.0,126.0,2.0,2.0,3.0,,1.0,,,Full Furnished,
 Bojonggede,Kabupaten Bogor,-6.456223,106.79719,27/02/2024,407002000.0,72.0,39.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,27/02/2024,1250000000.0,120.0,60.0,1.0,2.0,1.0,,,SHM,,Unfurnished,
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,27/02/2024,723000000.0,60.0,66.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,723000000.0,60.0,65.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,2200.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,27/02/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,27/02/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,27/02/2024,573566400.0,72.0,46.0,,3.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,27/02/2024,759000000.0,60.0,66.0,2.0,3.0,2.0,1.0,,SHM,2200.0,,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,759000000.0,60.0,66.0,2.0,3.0,2.0,1.0,,SHM,2200.0,,
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,27/02/2024,1500000000.0,98.0,126.0,2.0,2.0,3.0,1.0,1.0,,,Full Furnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,27/02/2024,535616080.0,72.0,39.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,27/02/2024,950000000.0,120.0,110.0,1.0,2.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2016.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,27/02/2024,570000000.0,84.0,40.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Semi Furnished,2020.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,27/02/2024,433997520.0,60.0,27.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,27/02/2024,954520000.0,68.0,62.0,2.0,3.0,1.0,1.0,,HGB,2200.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,64.0,2.0,2.0,2.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,27/02/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,27/02/2024,901750000.0,68.0,55.0,,2.0,1.0,1.0,,HGB,2200.0,Unfurnished,2023.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,27/02/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,27/02/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,27/02/2024,589510000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
