District,City,Latitude,Longitude,Price,Land_Size_M2,Building_Size_M2,Floors,Bedrooms,Bathrooms,Carport/Garage
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,2800000000.0,200.0,298.0,2.0,4.0,1.0,2.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,400000000.0,85.0,45.0,1.0,2.0,1.0,1.0
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,390000000.0,90.0,60.0,1.0,2.0,1.0,1.0
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,310000000.0,90.0,60.0,1.0,2.0,2.0,1.0
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,2600000000.0,315.0,180.0,2.0,3.0,3.0,2.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,880000000.0,70.0,88.0,2.0,3.0,2.0,1.0
Bogor Selatan,Kota Bogor,-6.6323703,106.8075977,1700000000.0,126.0,100.0,2.0,2.0,2.0,1.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,999000000.0,104.0,90.0,2.0,3.0,2.0,2.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,385000000.0,45.0,65.0,2.0,3.0,2.0,1.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,5800000000.0,800.0,400.0,2.0,3.0,2.0,0.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,999000000.0,104.0,90.0,2.0,3.0,2.0,2.0
 Tajurhalang,Kabupaten Bogor,-6.4696108,106.7628396,551100000.0,115.0,36.0,1.0,2.0,1.0,2.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,690000000.0,60.0,55.0,2.0,3.0,2.0,1.0
 Tajurhalang,Kabupaten Bogor,-6.4877234,106.7722898,70000000.0,72.0,39.0,1.0,2.0,1.0,1.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,3000000000.0,180.0,150.0,2.0,3.0,3.0,1.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,495000000.0,72.0,60.0,1.0,2.0,1.0,1.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,2000000000.0,128.0,100.0,2.0,3.0,2.0,2.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,560000000.0,72.0,38.0,1.0,2.0,1.0,1.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,150000000.0,106.0,45.0,1.0,2.0,1.0,1.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,9000000000.0,650.0,400.0,2.0,6.0,6.0,3.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,2375000000.0,180.0,150.0,2.0,3.0,3.0,2.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,1800000000.0,160.0,220.0,2.0,4.0,5.0,3.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,2500000000.0,120.0,145.0,2.0,2.0,2.0,2.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,599999000.0,84.0,40.0,1.0,2.0,1.0,1.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,284500000.0,47.0,30.0,1.0,2.0,1.0,1.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,1700000000.0,325.0,500.0,2.0,10.0,10.0,0.0
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,1000000000.0,282.0,200.0,1.0,4.0,3.0,0.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,250000000.0,52.0,100.0,2.0,2.0,2.0,1.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,390300000.0,60.0,35.0,1.0,2.0,1.0,2.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,390300000.0,60.0,35.0,1.0,2.0,1.0,2.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,390300000.0,60.0,35.0,1.0,2.0,1.0,2.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,390300000.0,60.0,35.0,1.0,2.0,1.0,2.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
 Bojonggede,Kabupaten Bogor,-6.4966819,106.7984294,645000000.0,108.0,108.0,1.0,2.0,1.0,1.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,181000000.0,60.0,25.0,1.0,2.0,1.0,1.0
 Rumpin,Kabupaten Bogor,-6.3698096,106.6378669,515000000.0,50.0,55.0,2.0,3.0,2.0,1.0
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,980000000.0,110.0,184.0,2.0,4.0,2.0,1.0
 Rumpin,Kabupaten Bogor,-6.3698096,106.6378669,515000000.0,50.0,55.0,2.0,3.0,2.0,1.0
