District,City,Latitude,Longitude,Price,Land_Size_M2,Building_Size_M2,Floors,Bedrooms,Bathrooms,Carport/Garage
Sukma Jaya,Depok,-6.4189393,106.8384873,800000000.0,58.0,80.0,2.0,3.0,2.0,1.0
Beji,Depok,-6.3685044,106.8081252,800000000.0,58.0,80.0,2.0,3.0,2.0,1.0
Beji,Depok,-6.3685044,106.8081252,800000000.0,58.0,80.0,2.0,3.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,800000000.0,58.0,80.0,2.0,3.0,2.0,1.0
Beji,Depok,-6.374008,106.8030892,663000000.0,50.0,50.0,2.0,2.0,1.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,800000000.0,58.0,80.0,2.0,3.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,800000000.0,58.0,80.0,2.0,3.0,2.0,1.0
Beji,Depok,-6.3685044,106.8081252,800000000.0,58.0,80.0,2.0,3.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,800000000.0,72.0,80.0,2.0,3.0,2.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,800000000.0,58.0,80.0,2.0,3.0,2.0,1.0
Pancoran Mas,Depok,-6.3946317,106.7950631,1200000000.0,150.0,250.0,2.0,4.0,3.0,1.0
Sawangan,Depok,-6.3651357,106.7617984,850000000.0,76.0,96.0,2.0,3.0,2.0,1.0
Cimanggis,Depok,-6.3759742,106.8974964,1650000000.0,90.0,135.0,2.0,3.0,2.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,1350000000.0,151.0,65.0,1.0,2.0,1.0,1.0
Pancoran Mas,Depok,-6.3631747,106.8207875,665000000.0,50.0,50.0,2.0,2.0,1.0,1.0
Cimanggis,Depok,-6.354936899999999,106.8428572,1700000000.0,90.0,150.0,2.0,3.0,2.0,2.0
Cilodong,Depok,-6.436980699999999,106.8355372,700000000.0,70.0,50.0,1.0,2.0,2.0,1.0
Pancoran Mas,Depok,-6.3946317,106.7950631,700000000.0,70.0,50.0,2.0,3.0,2.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,700000000.0,70.0,50.0,1.0,2.0,2.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,700000000.0,70.0,50.0,1.0,2.0,2.0,1.0
Pancoran Mas,Depok,-6.3946317,106.7950631,895200000.0,55.0,80.0,1.0,3.0,1.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,700000000.0,70.0,50.0,1.0,2.0,2.0,1.0
Sawangan,Depok,-6.407547,106.7555867,699000000.0,60.0,62.0,2.0,2.0,2.0,1.0
Sawangan,Depok,-6.407547,106.7555867,699000000.0,60.0,62.0,2.0,2.0,2.0,1.0
Cimanggis,Depok,-6.354936899999999,106.8428572,1644500000.0,65.0,103.0,2.0,3.0,2.0,1.0
Cimanggis,Depok,-6.354936899999999,106.8428572,1644500000.0,65.0,103.0,2.0,3.0,2.0,1.0
Cinere,Depok,-6.3333023,106.7828744,895200000.0,71.0,94.0,2.0,4.0,2.0,1.0
Cilodong,Depok,-6.415887499999999,106.8511719,782500000.0,55.0,55.0,2.0,2.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,782500000.0,55.0,55.0,2.0,2.0,2.0,1.0
Cimanggis,Depok,-6.354936899999999,106.8428572,1900000000.0,237.0,220.0,1.0,4.0,2.0,1.0
Sawangan,Depok,-6.407547,106.7555867,3809957684.0,144.0,206.0,2.0,4.0,4.0,0.0
Sawangan,Depok,-6.407547,106.7555867,4100000000.0,400.0,550.0,2.0,5.0,4.0,2.0
Sawangan,Depok,-6.407547,106.7555867,575000000.0,60.0,38.0,1.0,2.0,1.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,700000000.0,70.0,50.0,1.0,2.0,2.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,700000000.0,70.0,50.0,2.0,2.0,2.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,700000000.0,70.0,50.0,1.0,2.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,700000000.0,70.0,58.0,2.0,3.0,2.0,1.0
