District,City,Latitude,Longitude,Price,Land_Size_M2,Building_Size_M2,Floors,Bedrooms,Bathrooms,Carport/Garage
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,300000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Pagedangan,Tangerang,-6.2989555,106.613862,1650000000.0,83.0,70.0,2.0,3.0,2.0,1.0
Tangerang,Tangerang,-6.1114429,106.7369747,450000000.0,60.0,36.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,380000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Panongan,Tangerang,-6.260340299999999,106.5235921,1250000000.0,120.0,160.0,2.0,3.0,2.0,2.0
Panongan,Tangerang,-6.260340299999999,106.5235921,1500000000.0,222.0,158.0,1.0,4.0,2.0,2.0
Pinang,Tangerang,-6.222638799999999,106.6920099,1462500000.0,165.0,260.0,2.0,4.0,2.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,370000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Sepatan,Tangerang,-6.1188248,106.5756671,679000000.0,105.0,52.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,380000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Karawaci,Tangerang,-6.1805834,106.6201927,550000000.0,72.0,160.0,3.0,4.0,3.0,1.0
Karawaci,Tangerang,-6.1805834,106.6201927,900000000.0,72.0,160.0,3.0,4.0,3.0,1.0
Karawaci,Tangerang,-6.1805834,106.6201927,550000000.0,72.0,160.0,3.0,4.0,3.0,1.0
Karawaci,Tangerang,-6.1855302,106.6131874,550000000.0,72.0,160.0,3.0,4.0,3.0,1.0
Karawaci,Tangerang,-6.1805834,106.6201927,900000000.0,72.0,160.0,3.0,4.0,3.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cibodas,Tangerang,-6.209957999999999,106.6104904,3150000000.0,216.0,173.0,2.0,4.0,3.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Karawaci,Tangerang,-6.1805834,106.6201927,550000000.0,72.0,160.0,3.0,4.0,3.0,1.0
Karawaci,Tangerang,-6.1805834,106.6201927,900000000.0,72.0,160.0,3.0,4.0,3.0,1.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,30557000000.0,390.0,621.0,3.0,4.0,4.0,2.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,18774000000.0,300.0,463.0,3.0,4.0,4.0,2.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,24161000000.0,383.0,544.0,3.0,4.0,4.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,401850000.0,66.0,40.0,1.0,2.0,1.0,2.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,30557000000.0,390.0,621.0,3.0,4.0,4.0,2.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,18774000000.0,300.0,463.0,3.0,4.0,4.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,370000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,400000000.0,70.0,45.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,360050000.0,60.0,35.0,1.0,1.0,2.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,370000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Rajeg,Tangerang,-6.128532400000001,106.5318062,1250000000.0,148.0,365.0,3.0,1.0,2.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,360050000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,360050000.0,60.0,35.0,1.0,2.0,1.0,2.0
Legok,Tangerang,-6.2836822,106.590819,700000000.0,56.0,66.0,2.0,3.0,2.0,1.0
Sindang Jaya,Tangerang,-6.1988952,106.5116495,1700000000.0,72.0,166.0,2.0,4.0,3.0,2.0
Pondok Hijau Golf,Tangerang,-6.252038,106.6312282,7600000000.0,386.0,389.0,2.0,4.0,4.0,2.0
Sepatan Timur,Tangerang,-6.1296823,106.595832,585000000.0,66.0,45.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.3270862,106.5556574,950000003.0,72.0,67.0,2.0,3.0,2.0,1.0
Cipondoh,Tangerang,-6.1866281,106.6825964,1700000000.0,66.0,84.0,2.0,3.0,2.0,1.0
Tangerang,Banten,-6.1701796,106.6403236,7000000000.0,320.0,265.0,2.0,4.0,3.0,2.0
BSD City,Tangerang,-6.1701796,106.6403236,1250000000.0,48.0,45.0,2.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Legok,Tangerang,-6.3270862,106.5556574,950000008.0,78.0,67.0,2.0,3.0,2.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,361000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cikupa,Tangerang,-6.2347753,106.5201084,754200000.0,65.0,37.0,1.0,3.0,1.0,1.0
Pinang,Tangerang,-6.222638799999999,106.6920099,2500000000.0,128.0,140.0,2.0,4.0,4.0,2.0
Pinang,Tangerang,-6.222638799999999,106.6920099,3300000000.0,306.0,269.0,2.0,4.0,4.0,2.0
